@RELATION @user-item

@ATTRIBUTE user STRING
@ATTRIBUTE item STRING
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE sentiment STRING
@ATTRIBUTE help_user STRING
@ATTRIBUTE value STRING
@ATTRIBUTE help_sentiment STRING
@ATTRIBUTE help_sim STRING

@DATA
382,782,4, </endperson11364>,</endperson11364>,</endperson11364>,</endperson11364>, </endperson11364>
382,150,5,scenes:+1 ending:-1 </endperson11365>,0</endperson11365>,4</endperson11365>,isnt:+1 isnt:-1 </endperson11365>,0.3482143176320496 </endperson11365>
382,224,4,actor:+1 movie:+1 </endperson11366>,139</endperson11366>,4</endperson11366>,movie:+1 acting:+1 </endperson11366>,0.4455335751680599 </endperson11366>
382,1569,5, </endperson11367>,</endperson11367>,</endperson11367>,</endperson11367>, </endperson11367>
382,1207,5,films:+1 movie:+1 actors:-1 character:-1 </endperson11368>,</endperson11368>,</endperson11368>,</endperson11368>, </endperson11368>
382,2579,5,films:+1 plot:+1 </endperson11369>,</endperson11369>,</endperson11369>,</endperson11369>, </endperson11369>
382,385,5,movie:+1 </endperson11370>,782</endperson11370>,5</endperson11370>,movie:+1 </endperson11370>,0.23350492572190273 </endperson11370>
382,259,5,actor:+1 acting:+1 movies:-1 actor:-1 disk:-1 </endperson11371>,7;;;;22;;;;130</endperson11371>,4;;;;4;;;;4</endperson11371>, ;;;;performance:+1 isnt:+1 ;;;;performances:+1 </endperson11371>,0.5466850894106178;;;;0.41092974618344513;;;;0.13105400316770366 </endperson11371>
382,1328,5,humour:+1 scene:-1 </endperson11372>,11;;;;387</endperson11372>,4;;;;4</endperson11372>,character:-1 watch:-1 ;;;;comedy:+1 character:-1 </endperson11372>,0.21788180503316834;;;;0.2019680331707373 </endperson11372>
382,713,5,wi:+1 </endperson11373>,242;;;;633</endperson11373>,4;;;;4</endperson11373>,isnt:-1 ;;;;reviews:+1 </endperson11373>,0.2784590807026015;;;;0.25062981015630115 </endperson11373>
382,1948,5, </endperson11374>,</endperson11374>,</endperson11374>,</endperson11374>, </endperson11374>
382,899,5,films:+1 </endperson11375>,</endperson11375>,</endperson11375>,</endperson11375>, </endperson11375>
382,749,5, </endperson11376>,</endperson11376>,</endperson11376>,</endperson11376>, </endperson11376>
383,16,4, </endperson11377>,</endperson11377>,</endperson11377>,</endperson11377>, </endperson11377>
383,730,5, </endperson11378>,</endperson11378>,</endperson11378>,</endperson11378>, </endperson11378>
383,998,5, </endperson11379>,</endperson11379>,</endperson11379>,</endperson11379>, </endperson11379>
383,743,5, </endperson11380>,</endperson11380>,</endperson11380>,</endperson11380>, </endperson11380>
383,784,4, </endperson11381>,</endperson11381>,</endperson11381>,</endperson11381>, </endperson11381>
383,1448,4, </endperson11382>,</endperson11382>,</endperson11382>,</endperson11382>, </endperson11382>
383,1100,5, </endperson11383>,</endperson11383>,</endperson11383>,</endperson11383>, </endperson11383>
383,90,4, </endperson11384>,</endperson11384>,</endperson11384>,</endperson11384>, </endperson11384>
383,245,4, </endperson11385>,</endperson11385>,</endperson11385>,</endperson11385>, </endperson11385>
383,1124,4, </endperson11386>,</endperson11386>,</endperson11386>,</endperson11386>, </endperson11386>
384,2244,4,performance:+1 movie:+1 plot:+1 character:-1 reviews:-1 movie:-1 tanything:-1 </endperson11387>,137;;;;577;;;;585</endperson11387>,4;;;;4;;;;4</endperson11387>,films:+1 pathos:+1 performance:+1 acting:+1 snothing:-1 ;;;;actors:+1 ;;;;fare:+1 isnt:+1 cameras:-1 character:-1 brass:-1 </endperson11387>,0.4105220577081682;;;;0.43166313843785864;;;;0.4222898678220749 </endperson11387>
384,442,4,character:+1 movie:+1 movie:-1 </endperson11388>,98;;;;540</endperson11388>,4;;;;4</endperson11388>, ;;;;acting:+1 character:-1 </endperson11388>,0.30633086660929765;;;;0.3446302576502178 </endperson11388>
384,1691,4,movie:+1 baddie:+1 </endperson11389>,</endperson11389>,</endperson11389>,</endperson11389>, </endperson11389>
384,1772,3,character:+1 movie:+1 isnt:-1 </endperson11390>,358</endperson11390>,5</endperson11390>, </endperson11390>,0.32992968379982 </endperson11390>
384,1809,4,scenes:+1 </endperson11391>,</endperson11391>,</endperson11391>,</endperson11391>, </endperson11391>
384,2580,4,movie:+1 plot:+1 scenes:+1 isnt:-1 rating:-1 scene:-1 </endperson11392>,</endperson11392>,</endperson11392>,</endperson11392>, </endperson11392>
384,1873,4,cast:+1 movie:+1 movie:-1 assassins:-1 </endperson11393>,142;;;;242</endperson11393>,4;;;;4</endperson11393>,wi:+1 isnt:+1 watch:+1 moments:-1 ;;;;plot:-1 </endperson11393>,0.11005768090058698;;;;0.5085224794979231 </endperson11393>
384,753,3,performance:+1 humour:+1 scenes:+1 rent:+1 </endperson11394>,79;;;;201</endperson11394>,4;;;;4</endperson11394>,actors:+1 films:+1 rewind:+1 ;;;;scenes:+1 character:-1 </endperson11394>,0.1648035091113872;;;;0.13764729014737187 </endperson11394>
384,266,3,rating:+1 </endperson11395>,</endperson11395>,</endperson11395>,</endperson11395>, </endperson11395>
384,1145,3,movie:-1 comedy:-1 tanything:-1 </endperson11396>,8</endperson11396>,4</endperson11396>,moments:+1 </endperson11396>,0.0 </endperson11396>
384,231,5,character:+1 movie:+1 isnt:-1 storyline:-1 suspense:-1 </endperson11397>,0;;;;185</endperson11397>,4;;;;4</endperson11397>,seventies:+1 performance:+1 isnt:+1 ;;;;actors:+1 performance:+1 isnt:-1 </endperson11397>,0.2546515927803914;;;;0.3633325798764797 </endperson11397>
384,1867,4,character:+1 performance:+1 movie:+1 character:-1 movie:-1 sfamily:-1 </endperson11398>,79;;;;111</endperson11398>,4;;;;4</endperson11398>,characters:+1 romcom:+1 director:+1 delivery:-1 films:-1 ;;;;reviews:+1 </endperson11398>,0.1648035091113872;;;;0.3619953161237357 </endperson11398>
384,1897,3,movie:-1 </endperson11399>,122;;;;700</endperson11399>,4;;;;4</endperson11399>,isnt:-1 ;;;;star:+1 acting:+1 villain:-1 </endperson11399>,0.4556482904605297;;;;0.0 </endperson11399>
384,514,4,performance:+1 movie:+1 isnt:+1 character:-1 </endperson11400>,237</endperson11400>,5</endperson11400>, </endperson11400>,0.2954176124879777 </endperson11400>
384,2615,4,character:-1 movie:-1 </endperson11401>,</endperson11401>,</endperson11401>,</endperson11401>, </endperson11401>
384,1769,4,movie:+1 movie:-1 </endperson11402>,124;;;;553</endperson11402>,4;;;;4</endperson11402>,films:+1 storyline:+1 acting:+1 ;;;;plot:+1 </endperson11402>,0.2558042603359927;;;;0.3478576883444915 </endperson11402>
384,2893,4,sciencefiction:+1 comedy:+1 movie:-1 </endperson11403>,</endperson11403>,</endperson11403>,</endperson11403>, </endperson11403>
384,1726,3,movie:+1 movie:-1 isnt:-1 </endperson11404>,79</endperson11404>,4</endperson11404>,movie:+1 films:-1 </endperson11404>,0.1648035091113872 </endperson11404>
384,601,4,movie:+1 movie:-1 isnt:-1 </endperson11405>,244</endperson11405>,4</endperson11405>,humour:+1 character:-1 </endperson11405>,0.33898185697786565 </endperson11405>
384,1154,4,movie:+1 plot:+1 movies:-1 character:-1 </endperson11406>,126</endperson11406>,4</endperson11406>, </endperson11406>,0.4159949404001151 </endperson11406>
384,862,4,movie:-1 </endperson11407>,237</endperson11407>,5</endperson11407>, </endperson11407>,0.2954176124879777 </endperson11407>
384,2882,5,movie:+1 movie:-1 credits:-1 specialeffects:-1 </endperson11408>,588</endperson11408>,4</endperson11408>, </endperson11408>,0.2326354839000503 </endperson11408>
384,1236,3,movie:+1 specialeffects:+1 character:-1 </endperson11409>,</endperson11409>,</endperson11409>,</endperson11409>, </endperson11409>
384,779,3,movie:+1 comedy:+1 character:-1 movie:-1 watch:-1 comedy:-1 </endperson11410>,6;;;;7;;;;71;;;;877</endperson11410>,4;;;;4;;;;4;;;;3</endperson11410>,cast:+1 character:+1 ;;;;reviews:+1 comedy:+1 moments:-1 reviews:-1 comedy:-1 sexreferences:-1 ;;;;movie:+1 ;;;; </endperson11410>,0.0;;;;0.36551399628692005;;;;0.3312354062128511;;;;0.3286286713825304 </endperson11410>
384,1375,5,character:+1 isnt:+1 scenes:-1 </endperson11411>,</endperson11411>,</endperson11411>,</endperson11411>, </endperson11411>
384,1917,4,cast:+1 character:+1 moments:+1 movie:+1 character:-1 movie:-1 scenes:-1 </endperson11412>,</endperson11412>,</endperson11412>,</endperson11412>, </endperson11412>
384,1909,4,character:+1 movie:+1 adventure:-1 character:-1 tfeel:-1 performances:-1 </endperson11413>,120</endperson11413>,4</endperson11413>,character:+1 humour:+1 films:-1 stares:-1 </endperson11413>,0.2056261211940813 </endperson11413>
384,41,4,movie:+1 character:-1 performance:-1 </endperson11414>,0;;;;79;;;;229</endperson11414>,5;;;;4;;;;4</endperson11414>,performance:+1 character:-1 ;;;;movie:+1 tfeel:+1 films:-1 ;;;;isnt:-1 performances:-1 acting:-1 </endperson11414>,0.2546515927803914;;;;0.1648035091113872;;;;0.5563821528310878 </endperson11414>
384,0,3,sciencefiction:+1 movie:+1 isnt:+1 movie:-1 </endperson11415>,0;;;;240</endperson11415>,4;;;;4</endperson11415>,performance:+1 specialeffects:+1 isnt:-1 acting:-1 ;;;;acting:+1 </endperson11415>,0.2546515927803914;;;;0.3293650777028032 </endperson11415>
384,1146,3, </endperson11416>,242;;;;587</endperson11416>,5;;;;4</endperson11416>,films:+1 wi:+1 actionscenes:-1 budget:-1 ;;;;scene:-1 </endperson11416>,0.5085224794979231;;;;0.2030673512265948 </endperson11416>
384,1279,4,scenes:+1 movie:-1 </endperson11417>,9;;;;358;;;;585</endperson11417>,5;;;;5;;;;4</endperson11417>,character:-1 moving:-1 ;;;;movie:+1 ;;;;reviews:+1 sfilms:+1 characters:+1 stringarrangements:-1 </endperson11417>,0.0;;;;0.32992968379982;;;;0.4222898678220749 </endperson11417>
384,2537,5,character:+1 performance:+1 movie:+1 movies:-1 character:-1 performance:-1 movie:-1 isnt:-1 characters:-1 </endperson11418>,</endperson11418>,</endperson11418>,</endperson11418>, </endperson11418>
384,1868,4,character:+1 movie:+1 scenes:+1 movie:-1 </endperson11419>,</endperson11419>,</endperson11419>,</endperson11419>, </endperson11419>
384,147,4,movie:+1 isnt:-1 </endperson11420>,0;;;;2;;;;485</endperson11420>,4;;;;4;;;;4</endperson11420>,character:+1 reviews:+1 acting:+1 character:-1 ;;;;character:+1 movies:-1 cinemas:-1 ;;;;humour:+1 </endperson11420>,0.2546515927803914;;;;0.2469635350855317;;;;0.26511429302168565 </endperson11420>
384,578,3,movie:-1 isnt:-1 </endperson11421>,</endperson11421>,</endperson11421>,</endperson11421>, </endperson11421>
384,794,4,movie:+1 plot:+1 plot:-1 </endperson11422>,8;;;;96</endperson11422>,4;;;;4</endperson11422>,storyline:+1 ;;;;acting:+1 movie:-1 </endperson11422>,0.0;;;;0.1823217131730357 </endperson11422>
384,705,4,movie:+1 plot:+1 movie:-1 moving:-1 </endperson11423>,</endperson11423>,</endperson11423>,</endperson11423>, </endperson11423>
384,1165,3,movie:+1 movie:-1 reviews:-1 </endperson11424>,8;;;;585</endperson11424>,4;;;;4</endperson11424>,movie:+1 movie:-1 tlook:-1 ;;;;strings:-1 </endperson11424>,0.0;;;;0.4222898678220749 </endperson11424>
384,122,4,character:-1 movie:-1 </endperson11425>,0;;;;1;;;;631</endperson11425>,4;;;;4;;;;4</endperson11425>,scenes:+1 ;;;;movie:+1 cinematography:+1 genres:-1 ;;;;viewing:+1 </endperson11425>,0.2546515927803914;;;;0.29710242863939906;;;;0.368283986347137 </endperson11425>
384,1902,4,movie:+1 </endperson11426>,</endperson11426>,</endperson11426>,</endperson11426>, </endperson11426>
384,1811,4,movie:+1 </endperson11427>,</endperson11427>,</endperson11427>,</endperson11427>, </endperson11427>
384,986,4,movie:+1 character:-1 </endperson11428>,</endperson11428>,</endperson11428>,</endperson11428>, </endperson11428>
384,2120,5,movie:+1 character:-1 movie:-1 </endperson11429>,116</endperson11429>,4</endperson11429>, </endperson11429>,0.36714827814524975 </endperson11429>
384,603,3,movie:+1 movie:-1 </endperson11430>,</endperson11430>,</endperson11430>,</endperson11430>, </endperson11430>
384,1459,3,movie:+1 movie:-1 </endperson11431>,</endperson11431>,</endperson11431>,</endperson11431>, </endperson11431>
384,2191,4,character:+1 movie:+1 </endperson11432>,781</endperson11432>,4</endperson11432>,character:-1 </endperson11432>,0.0 </endperson11432>
384,1906,5,cast:+1 movie:+1 </endperson11433>,</endperson11433>,</endperson11433>,</endperson11433>, </endperson11433>
384,798,4, </endperson11434>,124;;;;358;;;;585</endperson11434>,4;;;;4;;;;4</endperson11434>,character:-1 credits:-1 ;;;;zombie:+1 ;;;;films:+1 horrorfans:+1 performances:+1 themepark:-1 character:-1 strings:-1 menace:-1 </endperson11434>,0.2558042603359927;;;;0.32992968379982;;;;0.4222898678220749 </endperson11434>
384,2527,4,character:+1 movie:+1 isnt:-1 scenes:-1 moving:-1 </endperson11435>,</endperson11435>,</endperson11435>,</endperson11435>, </endperson11435>
384,1903,4,movie:+1 isnt:+1 character:-1 movie:-1 </endperson11436>,</endperson11436>,</endperson11436>,</endperson11436>, </endperson11436>
384,2872,3,performances:+1 character:-1 </endperson11437>,633</endperson11437>,3</endperson11437>,character:-1 performance:-1 </endperson11437>,0.29828983366432826 </endperson11437>
384,653,3,movie:+1 movie:-1 </endperson11438>,</endperson11438>,</endperson11438>,</endperson11438>, </endperson11438>
384,2894,3,isnt:+1 scenes:+1 villain:-1 </endperson11439>,</endperson11439>,</endperson11439>,</endperson11439>, </endperson11439>
384,522,3,character:+1 movie:+1 isnt:+1 rating:+1 ending:-1 movie:-1 </endperson11440>,2</endperson11440>,4</endperson11440>, </endperson11440>,0.2469635350855317 </endperson11440>
384,2768,4,character:+1 movie:+1 isnt:+1 </endperson11441>,</endperson11441>,</endperson11441>,</endperson11441>, </endperson11441>
384,1611,4,performance:+1 movie:+1 isnt:-1 </endperson11442>,526</endperson11442>,4</endperson11442>, </endperson11442>,0.35161234345215986 </endperson11442>
384,912,4,character:+1 movie:+1 movie:-1 </endperson11443>,157</endperson11443>,4</endperson11443>,tanything:+1 </endperson11443>,0.0 </endperson11443>
384,453,4,character:+1 movie:+1 plot:-1 </endperson11444>,</endperson11444>,</endperson11444>,</endperson11444>, </endperson11444>
384,2018,4,character:+1 movie:+1 </endperson11445>,244</endperson11445>,4</endperson11445>,viewers:+1 </endperson11445>,0.33898185697786565 </endperson11445>
384,946,4,character:+1 wi:+1 movie:+1 character:-1 </endperson11446>,81;;;;382;;;;488</endperson11446>,4;;;;4;;;;4</endperson11446>,character:-1 ;;;; ;;;;actor:+1 character:+1 comedy:+1 scenes:+1 acting:+1 character:-1 performances:-1 </endperson11446>,0.17397463513277622;;;;0.18877486029115276;;;;0.3587953525462291 </endperson11446>
384,677,5,movie:+1 plot:+1 movie:-1 scene:-1 </endperson11447>,</endperson11447>,</endperson11447>,</endperson11447>, </endperson11447>
384,892,4,movie:+1 isnt:+1 character:-1 movie:-1 </endperson11448>,361;;;;369</endperson11448>,4;;;;4</endperson11448>, ;;;;chemistry:+1 character:-1 </endperson11448>,0.3366278377880818;;;;0.38868422357211285 </endperson11448>
384,1174,4,character:+1 movie:+1 plot:-1 </endperson11449>,157;;;;195</endperson11449>,4;;;;4</endperson11449>,wi:+1 movie:+1 plot:+1 character:-1 ;;;;isnt:+1 screenplay:+1 isnt:-1 </endperson11449>,0.0;;;;0.11180104021179826 </endperson11449>
384,2300,4,movie:+1 character:-1 rating:-1 </endperson11450>,</endperson11450>,</endperson11450>,</endperson11450>, </endperson11450>
384,767,4,movie:+1 movies:-1 movie:-1 plot:-1 isnt:-1 </endperson11451>,6;;;;79</endperson11451>,4;;;;4</endperson11451>,character:+1 ;;;;cinemas:+1 comedies:+1 wi:+1 movie:+1 </endperson11451>,0.0;;;;0.1648035091113872 </endperson11451>
384,582,2,movie:+1 reviews:+1 movie:-1 isnt:-1 </endperson11452>,</endperson11452>,</endperson11452>,</endperson11452>, </endperson11452>
384,2333,4,movie:+1 movie:-1 trilogy:-1 </endperson11453>,</endperson11453>,</endperson11453>,</endperson11453>, </endperson11453>
384,1854,4,character:+1 movie:+1 scenes:+1 isnt:-1 </endperson11454>,79</endperson11454>,4</endperson11454>,performances:-1 </endperson11454>,0.1648035091113872 </endperson11454>
384,951,4,character:+1 movie:+1 tfeel:-1 </endperson11455>,124</endperson11455>,4</endperson11455>, </endperson11455>,0.2558042603359927 </endperson11455>
384,184,3,watch:-1 </endperson11456>,632</endperson11456>,3</endperson11456>,movie:+1 movie:-1 </endperson11456>,0.5970256143646434 </endperson11456>
384,37,4,movie:+1 movie:-1 </endperson11457>,0;;;;8;;;;587</endperson11457>,4;;;;4;;;;4</endperson11457>,character:-1 isnt:-1 ;;;;chemistry:-1 plot:-1 assistant:-1 ;;;;character:-1 fightsequences:-1 </endperson11457>,0.2546515927803914;;;;0.0;;;;0.2030673512265948 </endperson11457>
384,94,5,movie:+1 isnt:+1 movie:-1 </endperson11458>,0</endperson11458>,4</endperson11458>,performance:+1 characters:+1 isnt:-1 scenes:-1 </endperson11458>,0.2546515927803914 </endperson11458>
384,1151,4,movie:+1 </endperson11459>,</endperson11459>,</endperson11459>,</endperson11459>, </endperson11459>
384,455,5,movie:+1 movie:-1 isnt:-1 scenes:-1 performances:-1 scene:-1 </endperson11460>,241</endperson11460>,4</endperson11460>, </endperson11460>,0.4463720539588194 </endperson11460>
384,1901,5,movie:-1 </endperson11461>,</endperson11461>,</endperson11461>,</endperson11461>, </endperson11461>
384,1648,5,chemistry:+1 wi:+1 comedy:+1 script:+1 arent:-1 movie:-1 </endperson11462>,644</endperson11462>,4</endperson11462>,cast:+1 moments:-1 </endperson11462>,0.38968630709277985 </endperson11462>
384,1818,2,performance:+1 movie:+1 plot:+1 </endperson11463>,77;;;;79;;;;585</endperson11463>,3;;;;4;;;;4</endperson11463>, ;;;;isnt:+1 movie:-1 screen:-1 ;;;;fare:+1 arent:+1 strings:+1 isnt:+1 isnt:-1 </endperson11463>,0.27364074825783935;;;;0.1648035091113872;;;;0.4222898678220749 </endperson11463>
384,996,4,specialeffects:+1 </endperson11464>,244</endperson11464>,5</endperson11464>,isnt:+1 character:-1 scenes:-1 scene:-1 </endperson11464>,0.33898185697786565 </endperson11464>
384,289,3,characters:+1 character:-1 </endperson11465>,</endperson11465>,</endperson11465>,</endperson11465>, </endperson11465>
384,102,3,movie:+1 </endperson11466>,</endperson11466>,</endperson11466>,</endperson11466>, </endperson11466>
384,11,4,performance:+1 movie:+1 isnt:+1 </endperson11467>,0;;;;231;;;;507</endperson11467>,4;;;;4;;;;4</endperson11467>,actress:+1 isnt:-1 ;;;;tfeel:+1 ;;;;movie:+1 </endperson11467>,0.2546515927803914;;;;0.4181646739873154;;;;0.2685241626543089 </endperson11467>
384,475,3, </endperson11468>,87;;;;116;;;;244;;;;294</endperson11468>,4;;;;5;;;;4;;;;4</endperson11468>,watch:-1 ;;;;character:+1 character:-1 storyline:-1 ;;;;scenes:+1 character:-1 ;;;;movie:-1 </endperson11468>,0.44201542678103634;;;;0.36714827814524975;;;;0.33898185697786565;;;;0.29828983366432826 </endperson11468>
384,2895,4,character:+1 movie:+1 performances:+1 character:-1 movie:-1 </endperson11469>,</endperson11469>,</endperson11469>,</endperson11469>, </endperson11469>
384,2204,3,character:+1 budget:+1 acting:+1 character:-1 movie:-1 </endperson11470>,144;;;;286</endperson11470>,4;;;;4</endperson11470>,wi:+1 fightscenes:+1 ;;;;wi:+1 isnt:+1 </endperson11470>,0.4589228495503985;;;;0.2872655711575923 </endperson11470>
384,954,3,movie:+1 plot:+1 character:-1 moments:-1 movie:-1 </endperson11471>,</endperson11471>,</endperson11471>,</endperson11471>, </endperson11471>
384,2011,5,character:+1 character:-1 </endperson11472>,</endperson11472>,</endperson11472>,</endperson11472>, </endperson11472>
384,1063,4,movie:+1 isnt:+1 character:-1 tfeel:-1 </endperson11473>,79;;;;488</endperson11473>,4;;;;4</endperson11473>,films:-1 ;;;;films:+1 popcorn:+1 comedy:+1 </endperson11473>,0.1648035091113872;;;;0.3587953525462291 </endperson11473>
384,2170,4,comedy:+1 scenes:+1 </endperson11474>,244</endperson11474>,5</endperson11474>,character:-1 moments:-1 </endperson11474>,0.33898185697786565 </endperson11474>
384,1904,4,movie:+1 movie:-1 </endperson11475>,</endperson11475>,</endperson11475>,</endperson11475>, </endperson11475>
384,106,4,movie:+1 specialeffects:+1 </endperson11476>,0;;;;75;;;;577</endperson11476>,4;;;;4;;;;4</endperson11476>,scenes:-1 ;;;;credits:-1 ;;;;character:-1 </endperson11476>,0.2546515927803914;;;;0.08624741573576877;;;;0.43166313843785864 </endperson11476>
384,79,4,movie:+1 scenes:-1 </endperson11477>,</endperson11477>,</endperson11477>,</endperson11477>, </endperson11477>
384,1841,4,viewing:+1 </endperson11478>,</endperson11478>,</endperson11478>,</endperson11478>, </endperson11478>
384,477,3,movie:+1 character:-1 </endperson11479>,363</endperson11479>,4</endperson11479>,scenes:+1 tunnels:-1 character:-1 </endperson11479>,0.0 </endperson11479>
384,509,4,performance:+1 isnt:-1 </endperson11480>,</endperson11480>,</endperson11480>,</endperson11480>, </endperson11480>
384,516,4,performance:+1 movie:+1 character:-1 movie:-1 isnt:-1 </endperson11481>,2;;;;157</endperson11481>,4;;;;4</endperson11481>,actress:+1 movie:+1 movies:-1 ;;;;character:+1 acting:+1 films:-1 </endperson11481>,0.2469635350855317;;;;0.0 </endperson11481>
384,87,3,comedies:+1 characters:+1 tfeel:+1 character:-1 movie:-1 scenes:-1 </endperson11482>,0;;;;6;;;;79;;;;140</endperson11482>,4;;;;4;;;;4;;;;4</endperson11482>,moments:-1 isnt:-1 ;;;;soundtrack:+1 films:-1 ;;;;turns:+1 ;;;;movie:+1 tfeel:-1 </endperson11482>,0.2546515927803914;;;;0.0;;;;0.1648035091113872;;;;0.34578718429210265 </endperson11482>
384,72,4,movie:-1 tanything:-1 </endperson11483>,0;;;;8;;;;9;;;;89;;;;103;;;;387</endperson11483>,4;;;;4;;;;4;;;;4;;;;4;;;;4</endperson11483>, ;;;;movie:+1 ;;;; ;;;;films:-1 ;;;; ;;;; </endperson11483>,0.2546515927803914;;;;0.0;;;;0.0;;;;0.227419765071194;;;;0.23654594242194438;;;;0.415266410170237 </endperson11483>
384,1127,3,movie:+1 movie:-1 directors:-1 </endperson11484>,128;;;;607</endperson11484>,4;;;;4</endperson11484>,isnt:+1 scenes:+1 ;;;;character:-1 </endperson11484>,0.4529896241685033;;;;0.26539658083636963 </endperson11484>
384,2416,4,movies:-1 isnt:-1 humour:-1 actionscenes:-1 </endperson11485>,</endperson11485>,</endperson11485>,</endperson11485>, </endperson11485>
384,1824,4,movie:+1 movie:-1 </endperson11486>,79;;;;157</endperson11486>,4;;;;4</endperson11486>,wi:+1 tlook:+1 ;;;; </endperson11486>,0.1648035091113872;;;;0.0 </endperson11486>
384,1783,4,movie:+1 movie:-1 credits:-1 </endperson11487>,</endperson11487>,</endperson11487>,</endperson11487>, </endperson11487>
384,473,3,star:+1 movie:-1 isnt:-1 </endperson11488>,</endperson11488>,</endperson11488>,</endperson11488>, </endperson11488>
384,179,4,character:+1 movie:+1 acting:+1 </endperson11489>,0;;;;79;;;;170;;;;173;;;;364</endperson11489>,4;;;;4;;;;4;;;;4;;;;3</endperson11489>,performance:+1 movie:+1 isnt:+1 ;;;; ;;;;humour:-1 ;;;; ;;;;character:-1 </endperson11489>,0.2546515927803914;;;;0.1648035091113872;;;;0.0;;;;0.0;;;;0.19619062723107172 </endperson11489>
384,2852,5,movie:+1 scenes:-1 </endperson11490>,</endperson11490>,</endperson11490>,</endperson11490>, </endperson11490>
384,730,5,movie:+1 characters:+1 isnt:+1 character:-1 movie:-1 reviews:-1 </endperson11491>,7</endperson11491>,4</endperson11491>,character:+1 moving:+1 moving:-1 </endperson11491>,0.36551399628692005 </endperson11491>
384,495,4,movies:+1 movie:+1 performances:+1 acting:+1 movie:-1 </endperson11492>,585</endperson11492>,4</endperson11492>,moments:+1 isnt:+1 director:+1 performances:+1 </endperson11492>,0.4222898678220749 </endperson11492>
384,512,3,sequels:+1 sciencefiction:+1 isnt:+1 specialeffects:+1 character:-1 comics:-1 </endperson11493>,2;;;;7;;;;157;;;;488</endperson11493>,4;;;;4;;;;4;;;;4</endperson11493>,downside:+1 star:+1 movie:+1 scenes:+1 ;;;;soundtrack:+1 star:+1 ;;;;movie:+1 performance:-1 watch:-1 ;;;;star:+1 character:-1 </endperson11493>,0.2469635350855317;;;;0.36551399628692005;;;;0.0;;;;0.3587953525462291 </endperson11493>
384,945,5,character:-1 movie:-1 </endperson11494>,488</endperson11494>,4</endperson11494>,films:+1 soundtrack:+1 movie:+1 director:+1 storyline:+1 scenes:+1 acting:+1 character:-1 disc:-1 </endperson11494>,0.3587953525462291 </endperson11494>
384,1135,3, </endperson11495>,7;;;;180</endperson11495>,4;;;;4</endperson11495>, ;;;;character:+1 watch:-1 scenes:-1 </endperson11495>,0.36551399628692005;;;;0.3770288624595961 </endperson11495>
384,1401,5, </endperson11496>,952</endperson11496>,3</endperson11496>,thriller:+1 </endperson11496>,0.2945930812631873 </endperson11496>
384,547,5,character:+1 </endperson11497>,2;;;;369</endperson11497>,4;;;;4</endperson11497>,movie:+1 acting:+1 movie:-1 ;;;;watch:-1 </endperson11497>,0.2469635350855317;;;;0.38868422357211285 </endperson11497>
384,1123,4,movie:+1 thalf:+1 </endperson11498>,242</endperson11498>,4</endperson11498>,films:+1 </endperson11498>,0.5085224794979231 </endperson11498>
384,2363,4,movie:+1 comedy:+1 </endperson11499>,396</endperson11499>,4</endperson11499>, </endperson11499>,0.4868895290178341 </endperson11499>
384,2870,3,actress:+1 arent:-1 movie:-1 characterisation:-1 </endperson11500>,</endperson11500>,</endperson11500>,</endperson11500>, </endperson11500>
384,510,4,movie:+1 scenes:+1 specialeffects:+1 isnt:-1 scenes:-1 </endperson11501>,2</endperson11501>,4</endperson11501>,character:+1 cringe:+1 budget:+1 </endperson11501>,0.2469635350855317 </endperson11501>
384,772,4,halfhour:+1 scenes:+1 tfeel:-1 </endperson11502>,6</endperson11502>,4</endperson11502>, </endperson11502>,0.0 </endperson11502>
384,2395,4,movie:+1 movie:-1 </endperson11503>,369</endperson11503>,4</endperson11503>,isnt:+1 </endperson11503>,0.38868422357211285 </endperson11503>
384,2391,4, </endperson11504>,</endperson11504>,</endperson11504>,</endperson11504>, </endperson11504>
384,2696,2,trailer:+1 isnt:+1 scenes:+1 dolby:+1 character:-1 movie:-1 isnt:-1 </endperson11505>,</endperson11505>,</endperson11505>,</endperson11505>, </endperson11505>
384,118,4,character:-1 movie:-1 moving:-1 </endperson11506>,0;;;;2;;;;16</endperson11506>,4;;;;4;;;;4</endperson11506>,performance:+1 scenes:+1 character:-1 ;;;;character:+1 humour:-1 ;;;;scenes:+1 star:-1 </endperson11506>,0.2546515927803914;;;;0.2469635350855317;;;;0.3770288624595961 </endperson11506>
384,2525,5,movie:+1 isnt:+1 scenes:+1 plot:-1 </endperson11507>,</endperson11507>,</endperson11507>,</endperson11507>, </endperson11507>
384,1842,2,subtitles:+1 scenes:+1 character:-1 </endperson11508>,</endperson11508>,</endperson11508>,</endperson11508>, </endperson11508>
384,2594,3,trailer:+1 movie:+1 isnt:+1 moments:-1 scenes:-1 </endperson11509>,</endperson11509>,</endperson11509>,</endperson11509>, </endperson11509>
